#,"Date Time, GMT-04:00","Temp, °C",Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File
479,9/23/2025 6:00,28.072,,,,,
,,,,,,,
480,9/23/2025 7:00,27.899,,,,,
,,,,,,,
481,9/23/2025 8:00,27.85,,,,,
,,,,,,,
482,9/23/2025 9:00,27.875,,,,,
,,,,,,,
483,9/23/2025 10:00,27.974,,,,,
,,,,,,,
484,9/23/2025 11:00,28.171,,,,,
,,,,,,,
485,9/23/2025 12:00,28.444,,,,,
,,,,,,,
486,9/23/2025 13:00,28.766,,,,,
,,,,,,,
487,9/23/2025 14:00,29.165,,,,,
,,,,,,,
488,9/23/2025 15:00,29.565,,,,,
,,,,,,,
489,9/23/2025 16:00,29.79,,,,,
,,,,,,,
490,9/23/2025 17:00,29.966,,,,,
,,,,,,,
491,9/23/2025 18:00,30.041,,,,,
,,,,,,,
492,9/23/2025 19:00,29.84,,,,,
,,,,,,,
493,9/23/2025 20:00,29.615,,,,,
,,,,,,,
494,9/23/2025 21:00,29.414,,,,,
,,,,,,,
495,9/23/2025 22:00,29.215,,,,,
,,,,,,,
496,9/23/2025 23:00,29.04,,,,,
,,,,,,,
497,9/24/2025 0:00,28.742,,,,,
,,,,,,,
498,9/24/2025 1:00,28.518,,,,,
,,,,,,,
499,9/24/2025 2:00,28.27,,,,,
,,,,,,,
500,9/24/2025 3:00,28.072,,,,,
,,,,,,,
501,9/24/2025 4:00,27.875,,,,,
,,,,,,,
502,9/24/2025 5:00,27.702,,,,,
,,,,,,,
503,9/24/2025 6:00,27.554,,,,,
,,,,,,,
504,9/24/2025 7:00,27.456,,,,,
,,,,,,,
505,9/24/2025 8:00,27.431,,,,,
,,,,,,,
506,9/24/2025 9:00,27.505,,,,,
,,,,,,,
507,9/24/2025 10:00,27.53,,,,,
,,,,,,,
508,9/24/2025 11:00,27.628,,,,,
,,,,,,,
509,9/24/2025 12:00,27.677,,,,,
,,,,,,,
510,9/24/2025 13:00,27.505,,,,,
,,,,,,,
511,9/24/2025 14:00,27.53,,,,,
,,,,,,,
512,9/24/2025 15:00,27.579,,,,,
,,,,,,,
513,9/24/2025 16:00,27.628,,,,,
,,,,,,,
514,9/24/2025 17:00,27.604,,,,,
,,,,,,,
515,9/24/2025 18:00,27.382,,,,,
,,,,,,,
516,9/24/2025 19:00,27.014,,,,,
,,,,,,,
517,9/24/2025 20:00,26.769,,,,,
,,,,,,,
518,9/24/2025 21:00,26.549,,,,,
,,,,,,,
519,9/24/2025 22:00,26.451,,,,,
,,,,,,,
520,9/24/2025 23:00,26.353,,,,,
,,,,,,,
521,9/25/2025 0:00,26.182,,,,,
,,,,,,,
522,9/25/2025 1:00,26.061,,,,,
,,,,,,,
523,9/25/2025 2:00,25.939,,,,,
,,,,,,,
524,9/25/2025 3:00,25.817,,,,,
,,,,,,,
525,9/25/2025 4:00,25.695,,,,,
,,,,,,,
526,9/25/2025 5:00,25.598,,,,,
,,,,,,,
527,9/25/2025 6:00,25.55,,,,,
,,,,,,,
528,9/25/2025 7:00,25.525,,,,,
,,,,,,,
529,9/25/2025 8:00,25.55,,,,,
,,,,,,,
530,9/25/2025 9:00,25.623,,,,,
,,,,,,,
531,9/25/2025 10:00,25.793,,,,,
,,,,,,,
532,9/25/2025 11:00,26.109,,,,,
,,,,,,,
533,9/25/2025 12:00,26.5,,,,,
,,,,,,,
534,9/25/2025 13:00,26.916,,,,,
,,,,,,,
535,9/25/2025 14:00,27.308,,,,,
,,,,,,,
536,9/25/2025 15:00,27.825,,,,,
,,,,,,,
537,9/25/2025 16:00,28.369,,,,,
,,,,,,,
538,9/25/2025 17:00,28.891,,,,,
,,,,,,,
539,9/25/2025 18:00,29.165,,,,,
,,,,,,,
540,9/25/2025 19:00,29.215,,,,,
,,,,,,,
541,9/25/2025 20:00,29.115,,,,,
,,,,,,,
542,9/25/2025 21:00,28.965,,,,,
,,,,,,,
543,9/25/2025 22:00,28.841,,,,,
,,,,,,,
544,9/25/2025 23:00,28.717,,,,,
,,,,,,,
545,9/26/2025 0:00,28.568,,,,,
,,,,,,,
546,9/26/2025 1:00,28.444,,,,,
,,,,,,,
547,9/26/2025 2:00,28.345,,,,,
,,,,,,,
548,9/26/2025 3:00,28.221,,,,,
,,,,,,,
549,9/26/2025 4:00,28.097,,,,,
,,,,,,,
550,9/26/2025 5:00,27.949,,,,,
,,,,,,,
551,9/26/2025 6:00,27.776,,,,,
,,,,,,,
552,9/26/2025 7:00,27.653,,,,,
,,,,,,,
553,9/26/2025 8:00,27.628,,,,,
,,,,,,,
554,9/26/2025 9:00,27.677,,,,,
,,,,,,,
555,9/26/2025 10:00,27.85,,,,,
,,,,,,,
556,9/26/2025 11:00,28.147,,,,,
,,,,,,,
557,9/26/2025 12:00,28.468,,,,,
,,,,,,,
558,9/26/2025 13:00,28.916,,,,,
,,,,,,,
559,9/26/2025 14:00,29.365,,,,,
,,,,,,,
560,9/26/2025 15:00,30.318,,,,,
,,,,,,,
561,9/26/2025 16:00,30.798,,,,,
,,,,,,,
562,9/26/2025 17:00,31.408,,,,,
,,,,,,,
563,9/26/2025 18:00,31.484,,,,,
,,,,,,,
564,9/26/2025 19:00,31.281,,,,,
,,,,,,,
565,9/26/2025 20:00,31.001,,,,,
,,,,,,,
566,9/26/2025 21:00,30.722,,,,,
,,,,,,,
567,9/26/2025 22:00,30.444,,,,,
,,,,,,,
568,9/26/2025 23:00,30.192,,,,,
,,,,,,,
569,9/27/2025 0:00,29.966,,,,,
,,,,,,,
570,9/27/2025 1:00,29.715,,,,,
,,,,,,,
571,9/27/2025 2:00,29.49,,,,,
,,,,,,,
572,9/27/2025 3:00,29.265,,,,,
,,,,,,,
573,9/27/2025 4:00,29.09,,,,,
,,,,,,,
574,9/27/2025 5:00,28.916,,,,,
,,,,,,,
575,9/27/2025 6:00,28.717,,,,,
,,,,,,,
576,9/27/2025 7:00,28.568,,,,,
,,,,,,,
577,9/27/2025 8:00,28.518,,,,,
,,,,,,,
578,9/27/2025 9:00,28.518,,,,,
,,,,,,,
579,9/27/2025 10:00,28.717,,,,,
,,,,,,,
580,9/27/2025 11:00,29.115,,,,,
,,,,,,,
581,9/27/2025 12:00,29.565,,,,,
,,,,,,,
582,9/27/2025 13:00,30.091,,,,,
,,,,,,,
583,9/27/2025 14:00,30.621,,,,,
,,,,,,,
584,9/27/2025 15:00,31.128,,,,,
,,,,,,,
585,9/27/2025 16:00,31.561,,,,,
,,,,,,,
586,9/27/2025 17:00,32.175,,,,,
,,,,,,,
587,9/27/2025 18:00,32.227,,,,,
,,,,,,,
588,9/27/2025 19:00,32.047,,,,,
,,,,,,,
589,9/27/2025 20:00,31.842,,,,,
,,,,,,,
590,9/27/2025 21:00,31.586,,,,,
,,,,,,,
591,9/27/2025 22:00,31.331,,,,,
,,,,,,,
592,9/27/2025 23:00,31.103,,,,,
,,,,,,,
593,9/28/2025 0:00,30.874,,,,,
,,,,,,,
594,9/28/2025 1:00,30.672,,,,,
,,,,,,,
595,9/28/2025 2:00,30.495,,,,,
,,,,,,,
596,9/28/2025 3:00,30.318,,,,,
,,,,,,,
597,9/28/2025 4:00,30.142,,,,,
,,,,,,,
598,9/28/2025 5:00,30.016,,,,,
,,,,,,,
599,9/28/2025 6:00,29.89,,,,,
,,,,,,,
600,9/28/2025 7:00,29.79,,,,,
,,,,,,,
601,9/28/2025 8:00,29.715,,,,,
,,,,,,,
602,9/28/2025 9:00,29.74,,,,,
,,,,,,,
603,9/28/2025 10:00,29.84,,,,,
,,,,,,,
604,9/28/2025 11:00,30.066,,,,,
,,,,,,,
605,9/28/2025 12:00,30.369,,,,,
,,,,,,,
606,9/28/2025 13:00,30.798,,,,,
,,,,,,,
607,9/28/2025 14:00,31.281,,,,,
,,,,,,,
608,9/28/2025 15:00,31.689,,,,,
,,,,,,,
609,9/28/2025 16:00,32.15,,,,,
,,,,,,,
610,9/28/2025 17:00,32.717,,,,,
,,,,,,,
611,9/28/2025 18:00,32.691,,,,,
,,,,,,,
612,9/28/2025 19:00,32.407,,,,,
,,,,,,,
613,9/28/2025 20:00,32.124,,,,,
,,,,,,,
614,9/28/2025 21:00,31.868,,,,,
,,,,,,,
615,9/28/2025 22:00,31.612,,,,,
,,,,,,,
616,9/28/2025 23:00,31.408,,,,,
,,,,,,,
617,9/29/2025 0:00,31.204,,,,,
,,,,,,,
618,9/29/2025 1:00,31.001,,,,,
,,,,,,,
619,9/29/2025 2:00,30.824,,,,,
,,,,,,,
620,9/29/2025 3:00,30.646,,,,,
,,,,,,,
621,9/29/2025 4:00,30.444,,,,,
,,,,,,,
622,9/29/2025 5:00,30.268,,,,,
,,,,,,,
623,9/29/2025 6:00,30.117,,,,,
,,,,,,,
624,9/29/2025 7:00,30.016,,,,,
,,,,,,,
625,9/29/2025 8:00,29.966,,,,,
